"시점",전월비 (%),전월비 (%),전월비 (%),전월비 (%),전년동월비(%),전년동월비(%),전년동월비(%),전년동월비(%),전년누계비(%),전년누계비(%),전년누계비(%),전년누계비(%)
"2009.11",0.0,-3.6,0.3,0.2,2.3,4.4,2.4,2.5,1.9,7.7,3.0,3.7
"2009.12",0.4,5.6,0.2,0.1,3.3,5.8,2.2,2.2,2.1,7.6,3.0,3.6
"2010.01",1.0,8.4,0.2,0.3,4.2,8.1,2.4,2.3,4.2,8.1,2.4,2.3
"2010.02",0.4,4.4,0.2,0.2,3.8,11.0,2.2,2.1,4.0,9.5,2.3,2.2
"2010.03",0.3,3.4,0.0,-0.1,3.0,10.0,1.7,1.6,3.7,9.7,2.1,2.0
"2010.04",0.5,4.4,0.1,0.2,2.9,11.5,1.9,1.6,3.5,10.1,2.1,1.9
"2010.05",0.0,-2.0,0.2,0.2,3.1,10.7,1.7,1.6,3.4,10.3,2.0,1.9
"2010.06",-0.4,-5.4,0.1,0.1,2.9,15.3,1.7,1.6,3.3,11.0,1.9,1.8
"2010.07",0.2,1.0,0.2,0.2,2.7,14.6,1.8,1.7,3.2,11.5,1.9,1.8
"2010.08",0.6,8.2,0.2,0.2,2.8,21.7,1.9,1.8,3.2,12.8,1.9,1.8
"2010.09",1.2,15.7,0.1,0.1,3.9,43.0,1.8,1.8,3.2,16.1,1.9,1.8
"2010.10",0.0,0.3,0.0,0.0,4.4,46.3,1.8,1.7,3.4,18.9,1.9,1.8
"2010.11",-0.9,-9.1,0.0,0.0,3.4,37.9,1.5,1.5,3.4,20.6,1.9,1.8
"2010.12",0.5,-0.3,0.3,0.3,3.5,30.2,1.7,1.7,3.4,21.3,1.8,1.8
"2011.01",1.6,5.0,0.5,0.7,4.1,26.2,1.9,2.1,4.1,26.2,1.9,2.1
"2011.02",1.0,0.6,0.4,0.7,4.6,21.6,2.1,2.6,4.4,23.8,2.0,2.4
"2011.03",0.4,-0.8,0.3,0.3,4.7,16.6,2.4,3.0,4.5,21.3,2.1,2.6
"2011.04",-0.1,-3.4,0.2,0.2,4.1,7.9,2.5,3.0,4.4,17.8,2.2,2.7
"2011.05",-0.1,-6.0,0.4,0.4,4.0,3.5,2.7,3.2,4.3,14.8,2.3,2.8
"2011.06",0.1,-2.5,0.2,0.4,4.5,6.6,2.8,3.5,4.3,13.5,2.4,2.9
"2011.07",0.6,5.2,0.2,0.3,4.9,11.1,2.8,3.6,4.4,13.2,2.5,3.0
"2011.08",0.9,11.0,0.2,0.1,5.2,13.9,2.8,3.5,4.5,13.3,2.5,3.1
"2011.09",-0.1,-2.7,-0.1,-0.1,3.8,-4.2,2.6,3.3,4.4,10.9,2.5,3.1
"2011.10",-0.3,-5.9,0.0,-0.1,3.5,-10.1,2.6,3.2,4.4,8.4,2.5,3.1
"2011.11",0.0,-3.1,0.2,0.3,4.5,-4.2,2.8,3.5,4.4,7.2,2.5,3.1
"2011.12",0.4,0.3,0.2,0.4,4.4,-3.6,2.7,3.6,4.4,6.3,2.6,3.2
"2012.01",0.4,6.4,0.2,0.2,3.1,-2.4,2.4,3.1,3.1,-2.4,2.4,3.1
"2012.02",0.4,3.1,0.4,0.1,2.5,0.0,2.4,2.5,2.8,-1.2,2.4,2.8
"2012.03",0.0,3.8,-0.3,-0.2,2.1,4.7,1.8,1.9,2.6,0.8,2.2,2.5
"2012.04",-0.1,-1.3,0.0,0.0,2.1,6.9,1.6,1.7,2.5,2.3,2.0,2.3
"2012.05",0.0,-0.3,0.3,0.2,2.2,13.4,1.5,1.6,2.4,4.3,1.9,2.2
"2012.06",-0.3,-5.7,0.1,0.3,1.8,9.7,1.4,1.5,2.3,5.2,1.8,2.0
"2012.07",-0.5,-1.9,0.0,0.0,0.8,2.2,1.2,1.2,2.1,4.7,1.7,1.9
"2012.08",0.7,5.1,0.2,0.2,0.6,-3.2,1.2,1.2,1.9,3.7,1.7,1.8
"2012.09",1.0,10.5,0.1,0.2,1.8,10.0,1.4,1.5,1.9,4.4,1.6,1.8
"2012.10",-0.4,-3.6,0.0,0.0,1.7,12.6,1.4,1.6,1.9,5.2,1.6,1.8
"2012.11",-0.7,-6.8,0.2,0.1,1.0,8.3,1.4,1.3,1.8,5.5,1.6,1.7
"2012.12",0.1,2.0,0.2,0.2,0.8,10.2,1.3,1.1,1.7,5.9,1.6,1.7
"2013.01",0.8,6.7,0.4,0.4,1.1,10.5,1.5,1.3,1.1,10.5,1.5,1.3
"2013.02",0.5,1.6,0.3,0.2,1.2,8.9,1.4,1.4,1.2,9.7,1.4,1.4
"2013.03",-0.2,-3.0,-0.1,-0.1,1.0,1.8,1.5,1.6,1.1,7.0,1.5,1.4
"2013.04",-0.2,-0.4,-0.1,0.0,0.9,2.7,1.5,1.6,1.0,5.9,1.5,1.5
"2013.05",-0.3,-4.5,0.4,0.4,0.5,-1.5,1.6,1.7,0.9,4.4,1.5,1.5
"2013.06",-0.2,-5.7,0.1,0.1,0.5,-1.6,1.5,1.6,0.9,3.4,1.5,1.5
"2013.07",0.1,0.5,0.0,0.1,1.1,0.9,1.5,1.7,0.9,3.1,1.5,1.6
"2013.08",0.7,8.3,0.0,0.0,1.1,3.9,1.3,1.5,0.9,3.2,1.5,1.5
"2013.09",0.2,-2.0,0.3,0.4,0.2,-7.9,1.5,1.7,0.8,1.9,1.5,1.6
"2013.10",-0.5,-7.6,0.1,0.1,0.0,-11.7,1.6,1.8,0.8,0.4,1.5,1.6
"2013.11",-0.2,-4.1,0.3,0.2,0.5,-9.1,1.7,2.0,0.7,-0.4,1.5,1.6
"2013.12",0.2,-0.2,0.1,0.1,0.5,-11.1,1.6,1.9,0.7,-1.3,1.5,1.6
"2014.01",0.8,4.5,0.3,0.2,0.6,-12.9,1.5,1.7,0.6,-12.9,1.5,1.7
"2014.02",0.3,2.2,0.2,0.2,0.4,-12.4,1.4,1.7,0.5,-12.7,1.4,1.7
"2014.03",0.2,-1.8,0.2,0.3,0.8,-11.3,1.7,2.1,0.6,-12.2,1.5,1.9
"2014.04",0.0,-1.2,0.1,0.2,1.0,-12.0,1.9,2.3,0.7,-12.2,1.6,2.0
"2014.05",0.0,-1.4,0.2,0.3,1.4,-9.2,1.8,2.2,0.8,-11.6,1.7,2.0
"2014.06",-0.2,-4.2,0.0,0.1,1.4,-7.7,1.7,2.1,0.9,-11.0,1.7,2.0
"2014.07",0.0,-0.2,0.2,0.2,1.4,-8.3,1.9,2.2,1.0,-10.7,1.7,2.1
"2014.08",0.1,4.2,0.1,0.1,0.8,-11.8,2.1,2.4,1.0,-10.8,1.8,2.1
"2014.09",0.0,1.6,-0.1,-0.1,0.6,-8.6,1.7,1.9,0.9,-10.6,1.7,2.1
"2014.10",-0.5,-5.6,0.1,0.0,0.7,-6.6,1.6,1.8,0.9,-10.2,1.7,2.1
"2014.11",-0.2,-2.6,0.0,0.0,0.7,-5.2,1.3,1.6,0.9,-9.8,1.7,2.0
"2014.12",-0.2,2.2,0.1,0.1,0.3,-2.8,1.4,1.6,0.8,-9.3,1.7,2.0
"2015.01",0.2,6.3,1.3,1.1,-0.3,-1.2,2.4,2.6,-0.3,-1.2,2.4,2.6
"2015.02",0.0,2.7,0.1,0.1,-0.6,-0.7,2.4,2.4,-0.4,-1.0,2.4,2.5
"2015.03",0.1,-2.6,0.2,0.1,-0.6,-1.6,2.4,2.2,-0.5,-1.2,2.4,2.4
"2015.04",-0.1,0.3,0.1,0.0,-0.7,-0.1,2.3,2.1,-0.5,-0.9,2.4,2.3
"2015.05",0.2,2.2,0.2,0.3,-0.5,3.6,2.2,2.1,-0.5,0.0,2.3,2.3
"2015.06",0.2,-1.9,0.0,0.0,-0.1,6.1,2.2,2.0,-0.5,0.9,2.3,2.2
"2015.07",0.0,-0.7,0.5,0.2,-0.1,5.5,2.5,2.1,-0.4,1.5,2.3,2.2
"2015.08",0.1,1.9,0.2,0.2,-0.1,3.1,2.6,2.1,-0.4,1.7,2.4,2.2
"2015.09",-0.1,-1.0,-0.2,-0.2,-0.3,0.5,2.4,2.0,-0.4,1.6,2.4,2.2
"2015.10",-0.1,-2.7,0.1,0.2,0.1,3.5,2.5,2.2,-0.3,1.8,2.4,2.2
"2015.11",-0.2,-3.8,0.1,0.0,0.1,2.3,2.6,2.2,-0.3,1.8,2.4,2.2
"2015.12",0.2,5.6,0.2,0.2,0.5,5.6,2.6,2.3,-0.2,2.1,2.4,2.2
"2016.01",0.1,3.2,0.5,0.4,0.4,2.5,1.8,1.6,0.4,2.5,1.8,1.6
"2016.02",0.6,8.4,0.2,0.2,1.0,8.2,1.9,1.7,0.7,5.4,1.8,1.6
"2016.03",-0.4,-3.0,0.1,0.1,0.5,7.8,1.9,1.7,0.6,6.2,1.9,1.7
"2016.04",0.0,-0.4,0.2,0.2,0.6,7.0,2.0,1.9,0.6,6.4,1.9,1.7
"2016.05",0.0,-3.2,0.2,0.2,0.4,1.3,2.0,1.8,0.6,5.4,1.9,1.7
"2016.06",0.1,-6.5,0.0,0.1,0.3,-3.4,2.1,1.8,0.5,3.9,1.9,1.7
"2016.07",-0.6,0.7,0.2,-0.2,-0.3,-2.0,1.8,1.3,0.4,3.1,1.9,1.7
"2016.08",0.2,5.0,0.2,0.1,-0.2,1.1,1.8,1.3,0.3,2.8,1.9,1.6
"2016.09",1.1,14.2,-0.1,0.0,1.0,16.6,2.0,1.5,0.4,4.4,1.9,1.6
"2016.10",0.4,-5.4,0.0,0.4,1.4,13.3,1.9,1.8,0.5,5.2,1.9,1.6
"2016.11",0.0,-3.1,-0.1,-0.1,1.6,14.2,1.7,1.6,0.6,6.0,1.9,1.6
"2016.12",-0.2,3.5,0.1,-0.1,1.2,12.0,1.6,1.2,0.7,6.5,1.9,1.6
"2017.01",1.5,6.8,0.6,0.7,2.6,15.9,1.8,1.6,2.6,15.9,1.8,1.6
"2017.02",0.4,0.7,0.3,0.2,2.5,7.6,1.8,1.6,2.6,11.6,1.8,1.6
"2017.03",0.0,-1.6,0.0,0.0,2.9,9.2,1.7,1.5,2.7,10.8,1.7,1.5
"2017.04",-0.4,-3.8,0.1,0.1,2.4,5.4,1.6,1.4,2.6,9.4,1.7,1.5
"2017.05",0.0,-2.4,0.2,0.2,2.5,6.3,1.5,1.4,2.6,8.8,1.7,1.5
"2017.06",-0.1,-3.6,-0.1,0.0,2.3,9.6,1.5,1.3,2.5,8.9,1.6,1.5
"2017.07",0.0,0.3,0.3,0.2,3.0,9.1,1.5,1.8,2.6,9.0,1.6,1.5
"2017.08",0.8,11.3,0.1,0.1,3.5,15.6,1.5,1.8,2.7,9.8,1.6,1.5
"2017.09",0.4,3.3,-0.2,-0.1,2.8,4.6,1.4,1.6,2.7,9.1,1.6,1.5
"2017.10",-0.4,-8.4,0.2,0.2,2.0,1.3,1.6,1.3,2.7,8.3,1.6,1.5
"2017.11",-0.8,-8.0,-0.3,-0.4,1.3,-3.8,1.3,1.1,2.5,7.2,1.5,1.5
"2017.12",0.2,3.7,0.2,0.2,1.6,-3.7,1.4,1.4,2.5,6.2,1.5,1.5
"2018.01",0.6,5.1,0.2,0.2,0.7,-5.2,1.0,0.9,0.7,-5.2,1.0,0.9
"2018.02",1.0,8.9,0.4,0.4,1.3,2.6,1.2,1.1,1.0,-1.3,1.1,1.0
"2018.03",-0.2,-5.3,0.2,0.2,1.1,-1.2,1.3,1.3,1.0,-1.3,1.2,1.1
"2018.04",0.0,0.4,0.2,0.3,1.5,3.1,1.4,1.4,1.2,-0.2,1.2,1.2
"2018.05",0.0,-3.6,0.1,0.1,1.5,1.9,1.4,1.3,1.2,0.2,1.3,1.2
"2018.06",-0.1,-5.5,-0.2,-0.1,1.5,-0.2,1.3,1.2,1.3,0.1,1.3,1.2
"2018.07",-0.4,-0.9,0.0,-0.2,1.1,-1.3,1.0,0.8,1.2,-0.1,1.2,1.1
"2018.08",1.2,18.2,0.2,0.2,1.5,4.8,1.0,0.9,1.3,0.6,1.2,1.1
"2018.09",1.3,9.3,-0.1,0.3,2.5,11.0,1.1,1.3,1.4,1.8,1.2,1.1
"2018.10",-0.3,-8.2,0.1,0.1,2.6,11.2,1.0,1.2,1.5,2.7,1.2,1.1
"2018.11",-1.0,-8.6,-0.1,-0.2,2.3,10.5,1.2,1.4,1.6,3.4,1.2,1.2
"2018.12",-0.8,0.0,0.0,0.0,1.3,6.6,1.1,1.3,1.6,3.6,1.2,1.2
"2019.01",-0.3,-0.2,0.2,0.2,0.4,1.2,1.0,1.2,0.4,1.2,1.0,1.2
"2019.02",0.6,2.1,0.5,0.4,0.0,-5.2,1.1,1.3,0.2,-2.2,1.1,1.2
"2019.03",-0.2,-3.1,-0.2,-0.1,0.0,-3.0,0.7,0.9,0.2,-2.4,1.0,1.1
"2019.04",0.3,0.7,0.2,0.2,0.4,-2.7,0.7,0.9,0.2,-2.5,0.9,1.1
"2019.05",0.5,-3.0,0.0,0.1,0.8,-2.1,0.6,0.8,0.3,-2.4,0.8,1.0
"2019.06",-0.1,-3.5,-0.1,-0.1,0.8,0.0,0.7,0.9,0.4,-2.0,0.8,1.0
"2019.07",-0.8,-2.5,0.2,-0.2,0.4,-1.6,0.9,1.0,0.4,-2.0,0.8,1.0
"2019.08",0.3,3.4,0.1,0.1,-0.4,-13.9,0.8,0.9,0.3,-3.6,0.8,1.0
"2019.09",0.8,7.6,-0.4,0.0,-0.9,-15.3,0.5,0.6,0.2,-5.1,0.8,0.9
"2019.10",0.4,-0.1,0.2,0.2,-0.3,-7.8,0.6,0.8,0.1,-5.4,0.8,0.9
"2019.11",-0.6,-6.1,-0.2,-0.3,0.2,-5.3,0.5,0.6,0.1,-5.4,0.7,0.9
"2019.12",0.1,3.2,0.1,0.1,1.1,-2.2,0.6,0.7,0.2,-5.1,0.7,0.9
"2020.01",0.3,4.7,0.2,0.2,1.7,2.6,0.6,0.7,1.7,2.6,0.6,0.7
"2020.02",0.1,-1.0,0.2,0.2,1.2,-0.4,0.4,0.5,1.5,1.1,0.5,0.6
"2020.03",0.0,1.6,-0.3,-0.1,1.4,4.3,0.2,0.5,1.4,2.2,0.4,0.6
"2020.04",-0.8,-2.0,0.0,0.1,0.2,1.6,0.1,0.3,1.1,2.0,0.3,0.5
"2020.05",-0.2,-0.8,0.1,0.3,-0.5,3.8,0.2,0.6,0.8,2.4,0.3,0.5
"2020.06",0.5,-1.0,0.1,0.2,0.1,6.5,0.4,0.8,0.7,3.0,0.3,0.6
"2020.07",-0.5,3.0,0.1,-0.2,0.3,12.5,0.3,0.7,0.6,4.3,0.3,0.6
"2020.08",0.7,9.3,0.2,0.2,0.7,18.9,0.4,0.8,0.6,6.1,0.3,0.6
"2020.09",1.1,8.8,-0.2,0.1,1.0,20.2,0.6,0.9,0.7,7.7,0.4,0.7
"2020.10",-1.3,-1.7,-0.7,-0.5,-0.7,18.3,-0.3,0.2,0.5,8.8,0.3,0.6
"2020.11",0.1,-11.1,0.7,0.5,0.0,12.0,0.6,1.1,0.5,9.1,0.3,0.6
"2020.12",0.2,-0.2,0.1,0.1,0.0,8.3,0.6,1.1,0.4,9.0,0.4,0.7
"2021.01",1.1,5.6,0.3,0.3,0.8,9.2,0.7,1.2,0.8,9.2,0.7,1.2
"2021.02",0.9,6.8,0.1,0.2,1.7,17.8,0.6,1.2,1.3,13.5,0.7,1.2
"2021.03",0.4,-0.6,0.1,0.1,2.1,15.2,1.1,1.4,1.6,14.0,0.8,1.3
"2021.04",0.1,-2.9,0.2,0.2,3.1,14.1,1.2,1.6,1.9,14.1,0.9,1.4
"2021.05",0.0,-3.4,0.1,0.2,3.4,11.1,1.2,1.5,2.2,13.5,1.0,1.4
"2021.06",0.1,-3.7,0.0,0.1,3.0,8.0,1.1,1.5,2.4,12.6,1.0,1.4
"2021.07",0.0,-0.3,0.3,0.1,3.5,4.6,1.3,1.8,2.5,11.4,1.0,1.5
"2021.08",0.5,3.7,0.2,0.3,3.3,-0.9,1.3,1.9,2.6,9.8,1.1,1.5
"2021.09",0.9,4.7,-0.1,0.2,3.1,-4.6,1.4,2.0,2.7,7.9,1.1,1.6
"2021.10",0.2,-5.0,0.2,0.3,4.6,-7.8,2.3,2.8,2.9,6.1,1.2,1.7
"2021.11",0.6,1.7,0.2,0.2,5.2,5.6,1.9,2.4,3.1,6.1,1.3,1.8
"2021.12",-0.4,0.9,0.4,0.4,4.6,6.7,2.2,2.7,3.2,6.2,1.4,1.8
"2022.01",0.9,5.3,0.6,0.6,4.3,6.3,2.6,3.0,4.3,6.3,2.6,3.0
"2022.02",0.9,-0.3,0.4,0.4,4.3,-0.8,2.9,3.3,4.3,2.7,2.7,3.2
"2022.03",1.1,-2.0,0.1,0.1,5.1,-2.1,2.8,3.3,4.6,1.0,2.8,3.2
"2022.04",0.7,0.2,0.4,0.5,5.8,1.0,3.0,3.6,4.9,1.0,2.8,3.3
"2022.05",0.8,-1.9,0.5,0.7,6.6,2.6,3.4,4.0,5.2,1.3,2.9,3.5
"2022.06",0.8,-0.9,0.5,0.5,7.3,5.6,3.9,4.4,5.6,2.0,3.1,3.6
"2022.07",0.4,6.6,0.4,0.2,7.8,12.9,4.0,4.5,5.9,3.5,3.2,3.7
"2022.08",-0.5,5.1,0.3,0.3,6.7,14.5,4.1,4.5,6.0,4.8,3.3,3.8
"2022.09",0.6,2.6,-0.1,0.2,6.3,12.2,4.1,4.5,6.0,5.7,3.4,3.9
"2022.10",0.2,-5.8,0.4,0.6,6.4,11.3,4.2,4.7,6.1,6.2,3.5,4.0
"2022.11",-0.2,-7.8,0.2,0.3,5.5,0.9,4.2,4.8,6.0,5.7,3.6,4.1
"2022.12",-0.1,1.4,0.3,0.3,5.7,1.4,4.0,4.7,6.0,5.4,3.6,4.1
"2023.01",0.9,5.9,0.6,0.7,5.8,1.9,4.0,4.8,5.8,1.9,4.0,4.8
"2023.02",0.4,1.1,0.3,0.3,5.3,3.4,3.9,4.7,5.6,2.7,3.9,4.7
"2023.03",0.1,1.7,0.2,0.2,4.3,7.2,4.0,4.7,5.1,4.2,4.0,4.7
"2023.04",0.2,-3.4,0.3,0.3,3.7,3.4,3.9,4.5,4.8,4.0,3.9,4.7
"2023.05",0.4,-1.5,0.4,0.4,3.3,3.8,3.8,4.3,4.5,4.0,3.9,4.6
"2023.06",0.0,-0.6,0.1,0.2,2.5,4.2,3.3,4.0,4.1,4.0,3.8,4.5
"2023.07",-0.1,4.5,0.3,0.0,2.0,2.2,3.2,3.8,3.8,3.8,3.7,4.4
"2023.08",1.3,9.6,0.2,0.2,3.9,6.6,3.1,3.7,3.8,4.1,3.6,4.3
"2023.09",1.1,3.6,-0.1,0.2,4.4,7.6,3.1,3.7,3.9,4.5,3.6,4.2
"2023.10",0.3,-0.8,0.3,0.4,4.6,13.3,3.1,3.6,4.0,5.4,3.5,4.2
"2023.11",-0.8,-7.4,0.0,-0.1,4.0,13.7,2.9,3.2,4.0,6.2,3.5,4.1
"2023.12",-0.3,2.1,0.2,0.2,3.7,14.5,2.8,3.1,3.9,6.8,3.4,4.0
"2024.01",0.6,5.7,0.4,0.3,3.4,14.4,2.5,2.6,3.4,14.4,2.5,2.6
"2024.02",0.6,6.1,0.3,0.2,3.7,20.0,2.5,2.6,3.6,17.2,2.5,2.6
"2024.03",0.3,1.3,0.1,0.0,3.8,19.5,2.4,2.4,3.6,18.0,2.5,2.6
"2024.04",0.0,-3.7,0.2,0.2,3.6,19.1,2.3,2.3,3.6,18.3,2.5,2.5
"2024.05",-0.1,-3.0,0.2,0.2,3.1,17.3,2.2,2.0,3.5,18.1,2.4,2.4
"2024.06",-0.2,-5.4,0.0,0.1,2.8,11.7,2.2,2.0,3.4,17.1,2.4,2.3
"2024.07",0.1,0.8,0.3,0.1,3.0,7.7,2.2,2.1,3.3,15.7,2.3,2.3
