"시점",제조업,음식료・담배,섬유・의류,종이・목재,출판・매체복제,화학,제약,비금속,금속,기계・장비,일반전기전자,의료・정밀기기,운송장비・부품,기타제조업,건설,유통,운송,금융,오락・문화,기타서비스,통신방송서비스,통신방송서비스,IT S/W & SVC,IT S/W & SVC,IT S/W & SVC,IT S/W & SVC,IT H/W,IT H/W,IT H/W,IT H/W
"2018.09",2808.11,11234.23,158.6,7327.56,5499.1,2532.44,11300.42,69188.92,2226.45,599.94,786.99,1531.29,7985.66,1285.46,87.62,575.54,4324.07,731.61,640.83,3861,901.26,6254.89,20570.25,1089.72,255.71,354.35,162.56,17.03,1006.51,816.66
"2018.10",2167.63,9268.35,124.77,6019.21,3932.42,1878.15,8321.64,60192.52,1766.4,495.96,618.06,1190.95,5932.81,991.59,68.99,416.27,3479.84,589.83,517.53,2919.19,791.95,5718.26,15987.77,921.51,195.35,283.74,130.25,13.38,860.65,678.17
"2018.11",2320.15,9645.26,129.19,6313.06,4410.78,2046.61,9214.81,64122.87,1818.98,501.4,687,1276.08,6080.2,1136.78,75.78,486.44,3707.84,628.99,604.58,3114.57,786.33,5900.23,15910.12,969.05,212.66,303.28,142.14,14.13,865.67,710.53
"2018.12",2257.37,9640.01,126.15,6670.96,4106.62,1960.88,9010.83,60301.58,1779.98,486.65,673.29,1210.46,5993.69,1174.85,74.27,470.27,3597.79,612.71,597.23,3157.75,745.36,5241.58,16124.24,948.81,207.02,289.91,138.4,13.29,794.71,696.73
"2019.01",2382.03,10297.53,135.71,6771.09,4671.72,2088.81,9055.8,61652.48,2050.47,552.25,735.98,1261.05,6294.83,1303.79,84.23,481.82,4036.35,651.49,619.01,3298.15,769.34,5587.98,16456.04,992.61,216.85,299.95,145.38,14.25,904.48,768.15
"2019.02",2448.54,10260.51,131.64,6867.17,4804.54,2136.31,9699.51,64758.41,1883.77,551.26,721.77,1298.19,6639.29,1247.89,80.81,464.88,3862.74,671.28,606.8,3415.04,778.47,5997.24,17578.39,1010.25,221.07,327.07,144.58,15.23,936.25,772.36
"2019.03",2457.08,10610.85,143.65,7524.43,4640.07,2187.53,9699.3,59660.35,1897.37,552,760.2,1351.31,6233.95,1331.72,80.01,454.42,3732.31,685.2,566.55,3449.68,772.44,5882.36,17950.19,956.89,221.55,312.62,144.94,15.51,958.79,773.28
"2019.04",2512.18,11315.58,153.5,8391.89,4835.29,2297.98,9620.08,56507.12,1909.44,568.85,773.25,1474.34,6457.45,1517,82.41,493.7,3966.42,738.84,575.06,3447.27,843.45,5607.15,17284.44,967.77,238.5,337.97,166.53,15.26,1028.66,813.23
"2019.05",2314.25,10652.05,143.33,9189.11,4246.69,2164.82,8609.95,51684.46,1765.74,517.91,731.64,1471.09,5729.5,1472.54,80,413.26,3636.99,717.71,510.04,3054.67,813.51,5026.92,15456.5,952.81,230.81,341.34,193.87,14.99,936.87,769.08
"2019.06",2252.39,10165.38,143.06,9422.08,4462.38,2215.2,8017.48,53169.82,1796.57,522.06,757.75,1476.2,4982.81,1450.9,82.46,417.78,3794.48,748.25,500.68,2768.47,802.59,4843.53,15413.31,962.49,246.92,348.51,197.96,15.54,968.25,815.46
"2019.07",2037.09,9088.54,132.6,10531.7,3873.97,2067.87,7171.51,48222.55,1575.36,477.4,680.91,1358.56,4338.89,1233.06,72.17,362.5,3317.3,660.78,445.72,2631.71,790.96,4502.44,14904.79,867.88,213.93,322.46,191.37,14.63,934.71,733.84
"2019.08",1990.71,9167.27,127.94,11002.22,3606.67,2059.47,6696.33,46846.83,1545.28,466.08,685.9,1274.14,4812.18,1323.49,70.03,347.08,3190.71,628.22,420.7,2354.2,777.15,4389.52,15380.21,888.79,211.98,263.22,201.75,14.14,915.28,709.26
"2019.09",2029.94,9907.28,132.31,10509.41,3591.84,2073.02,6662.97,48851.31,1585.3,485.08,710.98,1273.38,5169.42,1223.87,72.38,373.3,3288.65,628.62,465.26,2094.06,787.5,4576.66,15178.93,884.88,214.82,283.08,212.14,14.07,966,718.53
"2019.10",2190.53,8871.44,134.66,11049.26,3798.8,2170.15,7144.15,49607.52,1519.37,510.29,725.67,1307.98,8116.52,1175.18,70.89,388.72,3326.87,625.88,482.61,2528.43,748.76,4455.21,15138.36,926.5,217.48,274.79,202.08,13.46,1003.73,751.45
"2019.11",2105.05,8654.16,129.78,11585.64,3593.87,2086.63,7117.56,50070.23,1500.75,493.28,706.07,1317.24,6520.5,1105.5,73.66,365.29,3399.22,602.97,486.6,2389.78,705.56,4216.02,14309.61,874.41,215.73,259.16,182.91,13.26,980.29,733.71
"2019.12",2211.65,8809.34,133.45,10794.6,3616.5,2207.08,7644.59,52148.09,1509.03,540.86,750.44,1360.15,6563.1,1099.27,75.55,389.49,3213.43,621.13,493.55,2607.18,708.27,4365.77,14813.3,880.75,214.89,265.8,190.7,13.52,1118.83,788.37
"2020.01",2105.28,8464.89,149.54,10202.25,3438.99,2284.28,7167.4,46882.1,1491.23,498.59,709.74,1315.88,5879.6,1045.64,69.04,393.79,2777.28,608.91,471.3,2375.83,708.33,3861.2,14636.64,857.32,207.64,270.3,181.72,12.51,1121.13,753.54
"2020.02",2007.41,8136.38,131.46,10016.89,3335.68,2059.81,7003.64,43069.83,1363.82,466.73,741.57,1182.77,5724.23,1030.8,63.16,402.96,2647.04,571.42,427.19,2280.48,673.88,3548.85,12647.52,826.84,196.25,247.48,171.84,11.29,1048.6,701.01
"2020.03",1883.15,6961.3,126.94,8887.44,2964.54,1715.15,8128.99,38085.91,1039.86,379.24,617.02,1091.6,4943.23,862.26,58.82,464.79,2268.38,486.65,373.09,2338.41,575.51,2978.62,12003.57,746.72,175.65,239,161.57,10.15,876.2,562.02
"2020.04",2094.79,8677.89,134.53,10461.09,3366.98,2037.41,8146.14,45720.43,1180.45,450.57,742.47,1252.05,5639.56,991.62,68.77,478.08,2797.56,586.14,439.8,2582.68,728.13,3684.73,15099.02,880.48,220.2,279.91,188.9,12.32,1026.58,664.13
"2020.05",2346.32,9477.46,147.03,11824.39,3602.55,2240.2,9173.87,47508.62,1390.48,503.1,867.48,1387.1,6269.21,1097,71.04,518.28,2701.98,622.26,438.72,3039.71,792.59,3558.29,15993.25,953.49,253.56,281.68,192.73,13.14,1150.15,738.43
"2020.06",2391.17,9400.15,136.57,12608.82,3369.65,2332.94,10002.93,44793.4,1330.23,499.89,857.01,1343.8,5902.1,1099.99,65.16,575.85,2437.72,640.1,443.6,3226.34,715.15,3265.51,15381.48,1060.25,245.77,255.86,206.91,13.07,1221.76,749.04
"2020.07",2675.96,9707.67,140.45,14723.16,3712.49,2562.69,12061.14,50597.49,1509.47,532.71,910.9,1526.52,5805.9,1043.15,70.84,542.25,2651.14,679,477.51,3622.57,712.04,3420.76,16138.65,1122.99,270.53,272.94,236.61,16.52,1446.28,862.43
"2020.08",2793.59,9675.11,147.4,13970.87,4055.64,2759.35,13014.3,48676.31,1574.65,548.66,906.33,1474.22,6033.65,1027.69,71.63,559.36,2735.24,679.69,483.57,4128.83,717.27,3687.37,18671.32,1190.31,282.67,282.77,267.57,17.66,1359,860.91
"2020.09",2837.12,9441.27,136.23,13877.1,4914.81,2740.9,12618.05,55727.52,1682.42,587.75,915.04,1518.92,6841.38,1122.34,75.5,517.89,2949.98,700.66,525.22,3946.82,716.3,4205.35,19104.14,1145.27,276.69,285.9,264.43,16.85,1391.84,859.78
"2020.10",2661.83,8827.39,135.48,12335.32,4356.05,2576.77,11769.26,53516.49,1623.26,557.59,830.75,1473.05,6481.15,1052,72.9,498.59,3230.04,737.86,447.91,3645.85,694.08,4224.5,17701.97,1034.01,265.67,282.25,218.71,15.91,1306.13,808.59
"2020.11",2934.1,9549.74,142.46,14896.52,4838.93,2871.18,12815.44,56752.8,1827.06,635.15,944.67,1598.01,6857.17,1254.13,78.5,633.68,3762.06,855.59,489.59,4008.83,811.32,4342.5,18862.82,1120.96,284.77,293.52,258.62,16.5,1491.1,892.83
"2020.12",3144.49,9778.52,138.4,16042.69,5010.06,3123.32,14040.39,57488.13,1889.16,662.15,1023.22,1726.36,7113.59,1381.44,87.36,781.89,3702.65,886.8,541.5,4409.05,843.39,4354.06,19154.45,1182.23,302.08,289.04,267.73,16.86,1709.75,972.54
"2021.01",2992.6,9553.57,131.2,16256.4,5467.18,3084.17,12194.07,55521.88,1810.11,662.43,1038,1715.55,7305.83,1402.59,86.85,714.84,3655.17,854.41,556.45,3918.77,850.66,4509.55,19728.7,1251.27,289.45,268.9,254.96,16.39,1699.5,975.98
"2021.02",2905.74,9661.62,128.68,14939.71,5668.87,3295.49,11394.74,59611.91,1834.14,648.42,974.33,1705.85,6582.62,1438.52,89.09,663.34,3820.63,881.92,560.91,3791.23,956.44,4350.09,19644.98,1276.46,305.59,280.05,241.57,17.36,1741.79,974.56
"2021.03",2997.04,10773.28,141.2,16754.1,6138.13,3307.52,11549.24,69300.05,2073.01,656.33,978.83,1753.39,6975.46,1441.03,95.47,711.66,4213.77,1117.89,600.3,3940.84,1052.31,4588.08,20507,1437.74,313.87,298.91,247.31,19.18,1776.46,1000.88
"2021.04",3199.98,10991.11,145.39,20585.61,6270.5,3544.23,12594.4,74788.58,2325.82,685.49,1026.31,1940.73,6681.88,1567.52,104.68,652.38,5169.82,1167.56,597.82,3964.76,1001.75,4584.54,20101.69,1389.76,316.32,298.68,231.46,20.38,1847.43,1072.38
"2021.05",3141.41,11170.2,153.8,19654.3,6231.63,3437.14,12153.24,71687.52,2370.63,669.41,1002.03,1911.68,6965.86,1553.66,110.84,698.81,5411.86,1248.52,642.17,3966.49,1010.02,5117.08,20520.85,1386.78,319.43,311.42,228.52,19.7,1797.62,1022.88
"2021.06",3334.51,11593.94,163.02,20745.21,6499.31,3568.7,13359.22,78610.5,2423.8,680.5,1098.46,2032.04,7117.65,1562.15,118.53,695.86,5612.98,1186.03,661.59,4126.19,1053.52,5587.69,21296.42,1466.34,346.28,340.59,239.98,20.54,1903.75,1058.57
"2021.07",3332.65,11304.23,163.59,20127.64,6431.95,3751.84,12741.7,73795.51,2314.78,675.49,1209.22,2147.16,7057.95,1546.63,114.31,664.72,5691.63,1164.5,664.76,3990.31,1014.67,5067.94,22115.94,1595.2,362.8,330.72,233.8,19.45,1924.89,1109.57
"2021.08",3363.63,10426.9,156.72,19558.54,5638.37,3735.5,13182.23,71002.37,2290.64,641.56,1234.03,2158.02,8199.01,1512.07,111.33,715.06,5733.77,1134.21,677.6,4030.75,928.65,4955,22130.86,1629.82,348.34,310.18,215.4,17.9,1891.5,1169.5
"2021.09",3305.39,10086.74,151.67,21909.63,5207.99,3635.82,12472.2,68783.83,2330.34,620.87,1437.11,1961.25,8154.36,1500.86,106.26,658.19,5998.97,1061.59,694.44,3740.59,897.7,4853.16,19882.38,1570.14,321.49,306.73,203.13,16.61,1765.29,1231.98
"2021.10",3113.56,9804.59,150.1,19999.25,5600.2,3543.01,11287.48,66846.79,2228.28,608.96,1333.68,1929.8,7282.38,1461.52,104.75,562.56,5968.29,1112.81,796.11,3563.92,903.05,5386.53,19208.72,2076.77,337.45,294.22,200.73,15.84,1782.86,1262.3
"2021.11",2943.35,8444.43,147.38,22812.8,5429.74,3435.4,10588.97,59649.28,1897.73,553.4,1451.68,1763.16,6246.96,1319.17,89.98,521.27,5319.22,962.5,803.29,3267.19,824,4098.89,16756.75,2492.82,342.01,265.63,212.75,14.23,1777.4,1286.55
"2021.12",3130.2,9122.6,146.72,21826.78,6016.82,3567.51,11150.84,64567.13,2079.97,631.72,1483.64,1953.42,6519.11,1467.35,99.43,548.75,5740.62,1016.93,811.04,3479.93,938.25,4352.72,17955.82,2551.04,374.25,289.57,222.61,15.9,2063.31,1379.37
"2022.01",2710.75,8490.86,133.87,16688.83,4916.23,3031.92,9512.61,59052.16,1886.22,587.14,1151.35,1778.08,5914.06,1382.39,91.18,454.03,5471.51,927.89,659.28,2911.35,835.58,3789.72,15693.61,1812.14,298.94,275.57,181.88,14.69,1835.96,1170.33
"2022.02",2758.31,9051.86,142.45,17242.8,4871.9,3162.04,9347.36,59489.31,1999.55,590.44,1215.43,1831.54,5915.26,1369.1,91.65,466.41,5508.11,978.65,741.71,2887.42,841.39,4043.29,15904.41,1810.59,286.77,282.37,181.42,14.11,1749.15,1206.22
"2022.03",2940.77,10776.56,148.53,18656.42,4999.03,3379.75,9891.5,65809.31,2225.71,623.81,1286.04,1949.52,6087.46,1445.19,107.19,493.53,6284.91,1034.94,805.87,3049.36,894.46,4310.12,17065.7,1895.72,327.49,313.1,206.08,14.7,1874.43,1299.46
"2022.04",2905.58,12013.6,144.35,18765.28,4253.9,3300.69,9346.52,68217.94,2257.87,611.9,1360.76,1909.79,6069.92,1458.21,103.55,484.47,6499.28,1026.05,720.37,2881.19,862.88,4141.6,16300.86,1512.38,291.95,304.53,191.15,14.04,1840.28,1277.97
"2022.05",2900.57,11559.22,134.79,18251.55,4005.81,3223.8,9104.01,65563.39,2219.06,623.42,1402.98,1859.62,6952.28,1469.64,98.29,463.18,7221.07,947.53,690.25,2879.31,865.55,3925.81,15546.93,1477.39,273.97,301.67,188.08,13.47,1792.17,1346.47
"2022.06",2455.51,9686.03,117.31,14140.54,3078.58,2578.1,7779.97,53258.06,1997.9,549.08,1193.49,1602.81,5657.72,1281.75,84.34,457.33,6826.96,797.09,553.17,2518.05,697.19,3116.73,12773.78,1138.76,215.79,242.67,143.98,11.67,1389.58,1091
"2022.07",2648.07,9861.05,127.14,15095.93,3555.96,2817.46,8625.78,55254.26,2082.22,562.57,1281.98,1738.09,6331.98,1334.87,87.33,474.49,6916.87,839.72,629.01,2694.77,784.96,3364.78,13452.53,1245.06,235.54,264.01,163.62,12.36,1475.36,1199.28
"2022.08",2691.79,9147.9,118.41,15172.8,3522.73,3047.15,8378.74,55865.54,2317.95,588.05,1301.38,1698.16,6866.87,1321.88,90.27,469.39,7335.79,831.96,639.09,2672.26,786.21,3311.28,13072.58,1258.29,229.48,252.51,157.64,12.63,1443.63,1224.78
"2022.09",2248.9,7873.54,96.17,13107.9,3521.89,2536.6,6833.7,43125.44,2006.61,483.48,1059.29,1476.97,5903.5,1118.23,72.09,418.33,6560.02,685.85,567.65,2203.63,736.37,2806.37,10935.49,1035.51,185.26,210.55,128.6,10.86,1165.15,1003.1
"2022.10",2353.03,7274.12,99.03,14412.83,3925.71,2690.73,6930.78,48247.88,1983.46,500.96,1254.55,1512.97,5945.96,1118.84,73.31,426.47,7197.52,738.74,542.57,2186.36,740.42,2736.45,11263.21,994.85,191.23,207.34,124.51,10.77,1261.19,1075.99
"2022.11",2460.1,7439.83,106.48,14694.11,3754.49,2771.45,7240.66,52889.04,2259.61,541.03,1310.15,1586.97,5666.59,1305.33,79.67,428.98,7775.54,764.93,630.12,2236.94,789.39,3032.23,11760.36,1016.52,202.79,214.13,138.28,10.69,1351.67,1123.58
"2022.12",2285.97,6894.89,104.19,11924.56,3488.07,2561.38,7263.8,46333.76,2042.49,475.67,1101.61,1655.71,5053.37,1115.59,69.83,408.82,7841.91,691.82,645.66,2140.04,708.91,3327.2,10370.66,983.55,191.68,200.61,137.02,10.04,1213.26,949.15
"2023.01",2450.61,7268.25,106.87,12558.96,4054.72,2736.54,7345.77,50047.41,2124.01,559.56,1191.47,1829.23,5452.93,1180.11,75.02,434.62,8419.68,769.63,687.92,2199.81,778.61,3494.71,11793.77,1099.57,255.33,228.31,144.47,11.6,1348.75,1058.44
"2023.02",2646.72,7501.26,100.24,12907.85,4043.22,2959.92,7603.88,48102.9,2150.68,576.89,1587.1,1943.1,5650.39,1289.88,72.15,421.76,8515,1108.3,727.57,2197.47,834.8,3314.83,11166.46,1157.64,277.87,239.33,144.75,11.66,1417.32,1186.23
"2023.03",2916.33,8369.67,98.63,11689.91,3733.21,3210.69,7881.17,49294.53,2653.9,651.64,1997.4,1985.05,5755.54,1507.23,78.29,436.39,8827.85,1534.49,657.69,2218.76,746.44,2992.21,10302.64,1086.12,254.69,227.96,142.05,11.55,1584.4,1339.1
"2023.04",2934.19,8599.18,97.4,10631.53,3455,3016.85,7989.57,47362.82,2712.24,601.28,2200.79,2019.7,6058.6,1388.81,76.27,433.34,4374.12,1899.01,685.35,2267.83,680.97,2774.04,10049.28,1054.13,235.92,217.44,127.22,11.34,1464.79,1250.76
"2023.05",2961.39,8403.49,96.22,10598.99,3349.82,3084.2,8110.04,49645.29,2747.85,614.4,2164.99,2085.7,6352.62,1324.17,78.14,458.49,3524.98,1579.04,750.46,2321.79,683.5,2712.58,9814.81,1060.37,249.38,232.17,127.81,11.35,1617.55,1301.83
"2023.06",2984.96,8044.04,94.15,9657.8,3090.05,3201.24,7789.03,52367.38,2801.23,633.84,2163.5,2295.45,6299.32,1416.19,78.03,435.76,3340.45,1934.31,725.31,2249.62,676.18,2438.59,10510.04,982.59,251.61,231.85,125.3,11.23,1742.99,1272.55
"2023.07",3249.42,7236.85,84.21,9553.49,2938.92,3226.2,7800.45,49431.65,2801.99,660.87,2981.04,2315.93,6179.23,1238.97,76.48,418.83,3042.7,2769.78,739.05,2425.05,602.52,2426.32,9607.84,940.65,257,205.88,113.79,10.28,1894.69,1243.35
"2023.08",3116.1,7278.65,88.09,8915.32,3223.23,3169.73,8143.41,49032.26,2615.49,659.22,2478.98,2496.98,5870.9,1163.44,78.09,428.22,2902.52,2874.06,719.93,2832.71,638.29,2321.51,10107.04,877.81,276.87,216.15,119.26,12.16,1788.36,1249.29
"2023.09",2820.21,6809.62,86.2,11399.48,2840.67,2874.47,7803.58,46902.25,2398.65,621.1,2013.86,2308.96,5283.66,1053.2,72.6,404.58,2763.66,2179.66,674.68,2731.29,595.93,2256.07,9762.34,815.15,249.88,202.3,117.73,10.85,1667.2,1146.28
"2023.10",2426.92,6381.82,81.28,11725.56,2529.11,2593.82,6906.38,42472.68,2059.21,513,1621.49,1992.71,4723.36,939.5,67.84,402.49,2587.92,1620.46,591.59,2457.09,565.75,2067.49,9772.75,786.13,206.97,184.53,104.15,9.97,1524.94,1024.26
"2023.11",2726.01,6617.47,81.43,12996.14,2688.8,2764.02,7399.88,46905.77,2123.59,573.82,2100.89,2158.14,5028,959.55,70.43,447.06,2801.95,1888.76,575.36,2809.15,614.48,2643.75,10405.03,830.25,248.25,199.48,109.46,10.66,1851.95,1118.15
"2023.12",2884.57,6913.91,82.04,12232.82,2813.08,2821.82,8427.81,47952.98,2111.66,577.36,2288.53,2143.28,5116.27,992.44,69.29,444.2,2849.03,1724.96,600.97,3241.18,620.83,2611.13,13441.55,854.67,245.15,207.56,111.37,10.95,1898.96,1162.98
"2024.01",2612.33,5705.46,72.35,12512.91,2677,2788.6,8256.03,45897.48,1907.31,525.94,1819.99,1932.57,4574.82,925.24,66.09,426.76,2958.51,1442.37,514.92,2878.9,605.86,2492.74,12703.82,813.75,236.39,225.69,114.24,10.4,1861.29,1124.1
"2024.02",2843.3,5535.3,67.01,13607.41,2680.91,3229.84,8740.8,47322.93,2046.49,550.3,2176.9,1932.2,4795.48,964.14,64.44,442.24,2926.7,1702.06,502.66,3553.88,605.45,2776.44,12373.35,779.6,242.02,234.17,116.55,10.2,1984.65,1152.52
"2024.03",2972.43,5796.26,66.43,12850.91,2580.96,3170.78,10021.84,50263.3,2039.3,581.62,2190.34,1978.05,4712.79,961.19,66.04,454.3,2772.29,1711.11,518.93,3916.81,618.83,2852.46,11940.2,789.15,233.39,221.96,127.4,11.07,2196.04,1202.52
"2024.04",2862.01,5721.3,65.07,12830.73,2417.39,3262.56,9890.66,48147,1964.29,540.53,1982.54,1950.41,4439.91,914.5,67.14,442.88,2755.64,1515.1,482.78,3640.31,610.3,2591.08,12254.73,744.8,223.69,215.36,129.34,11.23,2129.92,1222.58
"2024.05",2703.57,5768.59,60.2,11481.92,2368.66,3446.95,8614.74,47972.54,1963.03,524.4,1764.76,2048.37,4255.52,887.66,71.08,483.05,2847.43,1402.22,478.76,3549.42,585.45,2822.09,12835.83,773.63,217.9,220.63,131.17,10.98,2058.91,1232.88
"2024.06",2669.13,5874.11,52.72,10411.15,2257.15,3297.24,8767.46,51381.43,1966.07,516.13,1700.15,2058.32,4302.73,816.51,68.19,493.59,2997.89,1351.34,451.62,3978.8,564.82,2606.23,15033.58,766.82,207.16,210.29,129.88,10.79,2063.34,1272.94
